index_id,realSum,room_type,room_shared,room_private,person_capacity,host_is_superhost,multi,biz,cleanliness_rating,guest_satisfaction_overall,bedrooms,dist,metro_dist,attr_index,attr_index_norm,rest_index,rest_index_norm,lng,lat,country,day_of_week
3401,162.3977691,Entire home/apt,FALSE,FALSE,3,FALSE,0,0,10,100,2,1.835352486,0.648006778,146.6744968,5.526363329,194.651337,2.906911287,23.715,37.972,,
3402,191.2216155,Entire home/apt,FALSE,FALSE,5,TRUE,0,1,10,100,1,2.977467383,0.402842517,53.37467289,2.011036965,80.5151406,1.202408237,23.7622,37.99196,,
3403,155.1332224,Entire home/apt,FALSE,FALSE,4,FALSE,0,1,2,40,1,2.313825413,0.376651334,78.08575499,2.942094653,117.2226707,1.75059627,23.72397,37.99434,,
3404,145.0565932,Entire home/apt,FALSE,FALSE,4,FALSE,1,0,10,80,1,2.788105605,0.118192197,63.71628459,2.400685506,94.24153464,1.407397375,23.724,37.999,,
3405,125.1376749,Entire home/apt,FALSE,FALSE,5,FALSE,0,0,4,40,2,2.272539723,0.106189725,68.69108771,2.588124837,105.2322872,1.571532608,23.75636,37.98754,,
3406,90.45532304,Private room,FALSE,TRUE,2,FALSE,1,0,8,60,1,2.425046562,0.477205949,73.28640638,2.761266051,107.9334709,1.611871923,23.72716,37.99641,,
3407,162.3977691,Entire home/apt,FALSE,FALSE,4,TRUE,1,0,10,100,2,2.06066147,0.581321685,129.2343771,4.869259059,163.239888,2.437814609,23.71509,37.96628,,
3408,86.94021981,Entire home/apt,FALSE,FALSE,3,TRUE,0,0,10,100,0,3.214974705,0.4279201,49.716299,1.87319771,76.90830314,1.148543945,23.76261,37.99491,,
3409,131.9335411,Entire home/apt,FALSE,FALSE,3,FALSE,0,1,10,100,1,1.933783178,0.747838881,76.06065956,2.865793637,108.7353179,1.623846657,23.75702,37.97237,,
3410,157.4766246,Entire home/apt,FALSE,FALSE,4,FALSE,1,0,10,100,2,1.793258292,0.501067883,144.5676969,5.446983873,207.8766899,3.104417907,23.715,37.975,,
3411,141.5414899,Entire home/apt,FALSE,FALSE,4,FALSE,0,1,10,80,2,1.862859418,0.139620331,104.8702812,3.951275025,140.0385568,2.091327332,23.7302,37.99183,,
3412,93.97042626,Entire home/apt,FALSE,FALSE,3,FALSE,0,0,10,93,1,2.422052625,0.437327959,72.74147016,2.740734087,106.8497654,1.59568793,23.72883,37.99675,,
3413,115.0610456,Entire home/apt,FALSE,FALSE,2,FALSE,0,1,10,95,1,2.474826857,0.600507376,63.08541161,2.376915639,91.84920355,1.371670447,23.75437,37.99203,,
3414,220.2798022,Entire home/apt,FALSE,FALSE,5,TRUE,0,1,10,98,2,2.941027072,0.46059018,77.39656216,2.916127426,105.7117298,1.578692575,23.70389,37.96663,,
